OCPID,Strain,SampleID,DateRecorded,ReportType,ChemicalLab,H2O,TotalTHC,THC,Δ8-THC,Δ9-THC,THCA,THCV,TotalCBD,CBDA,CBDV,CBDVA,CBC,CBG,CBN,α-Pinene,Camphene,Myrcene,β-Pinene,3-Carene,α-Terpinene,D-Limonene,p-Cymene,Ocimene,Eucalyptol,γ-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,β-Caryophyllene,α-Humelene,Nerolidol-1,Nerolidol-2,Guaiol,CaryophylleneOxide,α-Bisabolol,GeneticLab,Sample,SampleURL,Organism,OrganismURL,Project,ProjectURL,Study,StudyURL,Run,RunURL,DatePublished,Spots,Bases,Size,Notes
000869,Azure Haze,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937865,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937865"" target=""_blank"">SAMN05937865</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448376,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448376"" target=""_blank""><small>SRR4448376</small></a>",2016-10-25,950134,143415928,48.9 MB,
000870,Trainwreck,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937866,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937866"" target=""_blank"">SAMN05937866</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448377,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448377"" target=""_blank""><small>SRR4448377</small></a>",2016-10-25,586741,88519529,30.9 MB,
000871,The White,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937867,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937867"" target=""_blank"">SAMN05937867</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448378,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448378"" target=""_blank""><small>SRR4448378</small></a>",2016-10-25,3806662,574693418,261.2 MB,
000872,Sour Diesel,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937868,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937868"" target=""_blank"">SAMN05937868</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448379,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448379"" target=""_blank""><small>SRR4448379</small></a>",2016-10-25,696015,105072187,35.6 MB,
000873,Omega Dawg,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937869,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937869"" target=""_blank"">SAMN05937869</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448380,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448380"" target=""_blank""><small>SRR4448380</small></a>",2016-10-25,1905466,287735906,104.4 MB,
000874,Electric Lemonade,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937870,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937870"" target=""_blank"">SAMN05937870</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448381,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448381"" target=""_blank""><small>SRR4448381</small></a>",2016-10-25,536507,81003367,27.4 MB,
000875,Lily-2,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937871,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937871"" target=""_blank"">SAMN05937871</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448382,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448382"" target=""_blank""><small>SRR4448382</small></a>",2016-10-25,1113843,167823297,60.6 MB,
000876,Blackberry Headband,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937872,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937872"" target=""_blank"">SAMN05937872</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448383,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448383"" target=""_blank""><small>SRR4448383</small></a>",2016-10-25,1062440,160397916,55.2 MB,
000877,Grape God A,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937880,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937880"" target=""_blank"">SAMN05937880</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448384,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448384"" target=""_blank""><small>SRR4448384</small></a>",2016-10-25,635458,95916250,33.3 MB,
000878,#3 Pheno,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937879,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937879"" target=""_blank"">SAMN05937879</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448385,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448385"" target=""_blank""><small>SRR4448385</small></a>",2016-10-25,1922711,290271560,103.8 MB,
000879,Pandora's Box,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937882,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937882"" target=""_blank"">SAMN05937882</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448386,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448386"" target=""_blank""><small>SRR4448386</small></a>",2016-10-25,1295876,195637326,67.9 MB,
000880,Cinex,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937881,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937881"" target=""_blank"">SAMN05937881</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448387,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448387"" target=""_blank""><small>SRR4448387</small></a>",2016-10-25,1018295,153635107,54.2 MB,
000881,Harlequin,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937876,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937876"" target=""_blank"">SAMN05937876</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448388,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448388"" target=""_blank""><small>SRR4448388</small></a>",2016-10-25,2152955,324954771,117.7 MB,
000882,Royal Purple Diesel,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937875,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937875"" target=""_blank"">SAMN05937875</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448389,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448389"" target=""_blank""><small>SRR4448389</small></a>",2016-10-25,1807722,272875533,98.8 MB,
000883,Afgoo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937878,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937878"" target=""_blank"">SAMN05937878</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448390,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448390"" target=""_blank""><small>SRR4448390</small></a>",2016-10-25,811898,122310276,41.3 MB,
000884,NLM,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937877,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937877"" target=""_blank"">SAMN05937877</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448391,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448391"" target=""_blank""><small>SRR4448391</small></a>",2016-10-25,1434516,216570839,78.2 MB,
000885,DJ Short's Blueberry,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937884,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937884"" target=""_blank"">SAMN05937884</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448392,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448392"" target=""_blank""><small>SRR4448392</small></a>",2016-10-25,3799772,572965484,260.8 MB,
000886,Super Lemon Haze,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937883,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937883"" target=""_blank"">SAMN05937883</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448393,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448393"" target=""_blank""><small>SRR4448393</small></a>",2016-10-25,3934180,593989443,269.3 MB,
000887,Heisenberg,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937885,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937885"" target=""_blank"">SAMN05937885</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448394,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448394"" target=""_blank""><small>SRR4448394</small></a>",2016-10-25,1643850,248146407,90.2 MB,
000888,Trainwreck B,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937813,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937813"" target=""_blank"">SAMN05937813</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448395,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448395"" target=""_blank""><small>SRR4448395</small></a>",2016-10-25,987891,149149739,53.4 MB,
000889,Super Silver Haze,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937814,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937814"" target=""_blank"">SAMN05937814</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448396,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448396"" target=""_blank""><small>SRR4448396</small></a>",2016-10-25,1198258,180888008,65.8 MB,
000890,Agent Orange,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937811,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937811"" target=""_blank"">SAMN05937811</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448397,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448397"" target=""_blank""><small>SRR4448397</small></a>",2016-10-25,805080,121559008,41.0 MB,
000891,Head Band,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937812,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937812"" target=""_blank"">SAMN05937812</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448398,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448398"" target=""_blank""><small>SRR4448398</small></a>",2016-10-25,1448944,218681469,78.6 MB,
000892,Harle-Tsu,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937809,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937809"" target=""_blank"">SAMN05937809</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448399,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448399"" target=""_blank""><small>SRR4448399</small></a>",2016-10-25,1030756,155609007,56.5 MB,
000893,Flo,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937810,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937810"" target=""_blank"">SAMN05937810</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448400,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448400"" target=""_blank""><small>SRR4448400</small></a>",2016-10-25,1235326,186309208,63.9 MB,
000894,East Coast Sour Diesel,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937807,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937807"" target=""_blank"">SAMN05937807</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448401,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448401"" target=""_blank""><small>SRR4448401</small></a>",2016-10-25,1563244,235916586,80.8 MB,
000895,Animal Cookies,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937808,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937808"" target=""_blank"">SAMN05937808</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448402,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448402"" target=""_blank""><small>SRR4448402</small></a>",2016-10-25,1366176,206312459,70.5 MB,
000896,NYCD,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937805,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937805"" target=""_blank"">SAMN05937805</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448403,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448403"" target=""_blank""><small>SRR4448403</small></a>",2016-10-25,1197030,180728434,65.6 MB,
000897,S.P. ACDC,,12 May 2018,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylos Bioscience,SAMN05937806,"<a href=""https://www.ncbi.nlm.nih.gov/sra?term=SAMN05937806"" target=""_blank"">SAMN05937806</a>",Cannabis sativa,"<a href=""https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&amp;id=3483"" target=""_blank"">Cannabis sativa</a>",PRJNA347566,"<a href=""https://www.ncbi.nlm.nih.gov/bioproject/PRJNA347566"" target=""_blank""><small>PRJNA347566</small></a>",SRP092005,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra?study=SRP092005"" target=""_blank""><small>SRP092005</small></a>",SRR4448404,"<a href=""https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR4448404"" target=""_blank""><small>SRR4448404</small></a>",2016-10-25,1569820,236989143,86.1 MB,
